   1.0000000e+03   1.0229770e+02   4.5861127e+01   1.0229770e+01   2.9000000e+00
   6.3095734e+02   1.0396098e+02   4.6327381e+01   1.0396098e+01   2.9000000e+00
   3.9810717e+02   1.0592126e+02   4.7068663e+01   1.0592126e+01   2.9000000e+00
   2.5118864e+02   1.0668343e+02   4.5925607e+01   1.0668343e+01   2.9000000e+00
   1.5848932e+02   1.0683662e+02   4.5693511e+01   1.0683662e+01   2.9000000e+00
   1.0000000e+02   1.1081714e+02   4.5853417e+01   1.1081714e+01   2.9000000e+00
   6.3095734e+01   1.1437090e+02   4.7598971e+01   1.1437090e+01   2.9000000e+00
   3.9810717e+01   1.2106872e+02   5.0383106e+01   1.2106872e+01   2.9000000e+00
   2.5118864e+01   1.2313247e+02   5.4998836e+01   1.2313247e+01   2.9000000e+00
   1.5848932e+01   1.0850908e+02   5.8731531e+01   1.0850908e+01   2.9000000e+00
   1.0000000e+01   8.5847584e+01   6.1384318e+01   8.5847584e+00   2.9000000e+00
   6.3095734e+00   7.0846077e+01   6.5234080e+01   7.0846077e+00   2.9000000e+00
   3.9810717e+00   5.1773647e+01   6.7345563e+01   5.1773647e+00   2.9000000e+00
   2.5118864e+00   3.7523638e+01   6.5670825e+01   3.7523638e+00   2.9000000e+00
   1.5848932e+00   3.2067870e+01   6.1020266e+01   3.2067870e+00   2.9000000e+00
   1.0000000e+00   2.5208249e+01   5.4000231e+01   2.5208249e+00   2.9000000e+00
   6.3095734e-01   2.4054688e+01   4.7164258e+01   2.4054688e+00   2.9000000e+00
   3.9810717e-01   2.7098788e+01   4.1604524e+01   2.7098788e+00   2.9000000e+00
   2.5118864e-01   2.9870297e+01   3.9382742e+01   2.9870297e+00   2.9000000e+00
   1.5848932e-01   3.5678560e+01   3.5255271e+01   3.5678560e+00   2.9000000e+00
   1.0000000e-01   4.2348697e+01   3.5937654e+01   4.2348697e+00   2.9000000e+00
   6.3095734e-02   4.6689248e+01   3.3914629e+01   4.6689248e+00   2.9000000e+00
   3.9810717e-02   5.5565307e+01   3.6283407e+01   5.5565307e+00   2.9000000e+00
   2.5118864e-02   5.9457156e+01   3.6421515e+01   5.9457156e+00   2.9000000e+00
   1.5848932e-02   7.1410913e+01   3.8696180e+01   7.1410913e+00   2.9000000e+00
   1.0000000e-02   7.7107090e+01   3.7890438e+01   7.7107090e+00   2.9000000e+00
   6.3095734e-03   8.2078307e+01   3.9945308e+01   8.2078307e+00   2.9000000e+00
   3.9810717e-03   8.1342370e+01   4.2020870e+01   8.1342370e+00   2.9000000e+00
   2.5118864e-03   8.9199159e+01   4.2039533e+01   8.9199159e+00   2.9000000e+00
   1.5848932e-03   9.2946309e+01   4.3799891e+01   9.2946309e+00   2.9000000e+00
   1.0000000e-03   9.7737105e+01   4.4076956e+01   9.7737105e+00   2.9000000e+00
   6.3095734e-04   9.4579132e+01   4.5027396e+01   9.4579132e+00   2.9000000e+00
   3.9810717e-04   9.8153989e+01   4.3241742e+01   9.8153989e+00   2.9000000e+00
   2.5118864e-04   9.8921462e+01   4.4429505e+01   9.8921462e+00   2.9000000e+00
   1.5848932e-04   9.6079687e+01   4.3908788e+01   9.6079687e+00   2.9000000e+00
   1.0000000e-04   9.7158801e+01   4.6701849e+01   9.7158801e+00   2.9000000e+00
